&	O	0.14909090909090908
E	,	0.043010752688172046
S	A	0.07142857142857142
,	@	0.013361838588989846
$	M	0.007380073800738007
M	A	0.07142857142857142
O	A	0.023299161230195712
O	&	0.017707362534948742
&	P	0.02181818181818182
$	G	0.01107011070110701
^	A	0.014014014014014014
G	$	0.03225806451612903
V	G	0.0029288702928870294
U	#	0.05673758865248227
A	^	0.033210332103321034
N	^	0.01160631383472609
^	&	0.02702702702702703
&	A	0.07272727272727272
A	U	0.004920049200492005
D	,	0.022966507177033493
V	&	0.0100418410041841
D	O	0.0066985645933014355
@	U	0.01875
!	L	0.029545454545454545
V	E	0.0029288702928870294
R	N	0.012195121951219513
P	L	0.019809244314013204
&	D	0.08727272727272728
G	~	0.13440860215053763
A	D	0.01107011070110701
A	&	0.033210332103321034
P	S	0.0022010271460014674
E	O	0.043010752688172046
O	E	0.009319664492078284
$	S	0.007380073800738007
L	P	0.08771929824561403
!	^	0.03636363636363636
#	N	0.020618556701030927
A	$	0.020910209102091022
#	,	0.08247422680412371
A	R	0.02214022140221402
N	T	0.0032497678737233053
R	L	0.016260162601626018
A	T	0.0024600246002460025
E	~	0.03763440860215054
R	^	0.014905149051490514
U	@	0.010638297872340425
@	#	0.0125
~	!	0.032015065913371
~	R	0.02071563088512241
A	E	0.0036900369003690036
^	$	0.02702702702702703
U	V	0.028368794326241134
O	O	0.022367194780987885
#	G	0.02577319587628866
O	G	0.004659832246039142
G	G	0.0967741935483871
T	P	0.19548872180451127
@	^	0.02875
~	N	0.026365348399246705
T	^	0.05263157894736842
$	U	0.007380073800738007
U	P	0.0425531914893617
V	~	0.0041841004184100415
V	U	0.002510460251046025
~	E	0.009416195856873822
A	L	0.008610086100861008
R	!	0.008130081300813009
R	~	0.0040650406504065045
#	U	0.02577319587628866
$	~	0.01107011070110701
@	R	0.04
@	G	0.01
#	^	0.020618556701030927
E	E	0.10215053763440861
@	&	0.01375
T	D	0.15789473684210525
D	@	0.003827751196172249
Z	V	0.06451612903225806
^	O	0.009009009009009009
^	T	0.003003003003003003
T	E	0.015037593984962405
E	L	0.021505376344086023
U	!	0.010638297872340425
$	^	0.04797047970479705
&	^	0.07272727272727272
^	D	0.003003003003003003
$	$	0.01845018450184502
T	@	0.015037593984962405
!	#	0.006818181818181818
^	S	0.003003003003003003
U	&	0.01773049645390071
D	G	0.007655502392344498
O	T	0.011183597390493943
T	&	0.015037593984962405
O	$	0.001863932898415657
^	G	0.016016016016016016
@	S	0.0025
U	U	0.01773049645390071
!	G	0.00909090909090909
!	~	0.013636363636363636
N	#	0.004178272980501393
R	G	0.008130081300813009
G	R	0.016129032258064516
$	!	0.01107011070110701
A	~	0.008610086100861008
R	$	0.005420054200542005
L	$	0.014035087719298246
P	~	0.004402054292002935
E	U	0.03225806451612903
D	T	0.003827751196172249
T	O	0.03007518796992481
#	V	0.015463917525773196
T	G	0.022556390977443608
!	D	0.04090909090909091
D	#	0.0019138755980861245
A	G	0.006150061500615006
G	O	0.043010752688172046
E	R	0.021505376344086023
$	V	0.02952029520295203
#	E	0.015463917525773196
Z	G	0.03225806451612903
&	G	0.007272727272727273
V	#	0.0012552301255230125
G	P	0.021505376344086023
$	O	0.02214022140221402
^	L	0.004004004004004004
O	U	0.0027958993476234857
@	$	0.0075
#	O	0.015463917525773196
&	@	0.01818181818181818
U	G	0.010638297872340425
L	O	0.021052631578947368
,	X	0.002137894174238375
X	D	0.20454545454545456
&	U	0.007272727272727273
P	#	0.0022010271460014674
#	P	0.020618556701030927
E	#	0.016129032258064516
O	L	0.001863932898415657
O	!	0.0065237651444548
!	@	0.00909090909090909
E	N	0.016129032258064516
T	A	0.015037593984962405
P	!	0.0022010271460014674
N	L	0.00510677808727948
D	L	0.0028708133971291866
#	!	0.015463917525773196
!	U	0.00909090909090909
P	X	0.005135730007336757
E	V	0.03225806451612903
G	E	0.010752688172043012
A	@	0.0036900369003690036
G	D	0.026881720430107527
O	X	0.001863932898415657
R	@	0.0027100271002710027
D	U	0.0028708133971291866
^	#	0.003003003003003003
V	X	0.0008368200836820083
E	P	0.010752688172043012
R	#	0.0040650406504065045
M	V	0.07142857142857142
A	#	0.0024600246002460025
E	G	0.016129032258064516
S	^	0.047619047619047616
@	X	0.00375
L	,	0.007017543859649123
E	D	0.010752688172043012
D	&	0.0019138755980861245
S	,	0.047619047619047616
X	,	0.045454545454545456
D	E	0.0028708133971291866
~	G	0.003766478342749529
,	Y	0.0010689470871191875
Y	D	0.07407407407407407
P	&	0.0022010271460014674
O	@	0.001863932898415657
L	^	0.010526315789473684
^	@	0.002002002002002002
D	Z	0.0019138755980861245
#	D	0.010309278350515464
U	R	0.0070921985815602835
#	R	0.010309278350515464
R	Z	0.0027100271002710027
&	,	0.01090909090909091
L	G	0.007017543859649123
N	Z	0.0009285051067780873
~	Z	0.003766478342749529
P	E	0.001467351430667645
E	&	0.010752688172043012
#	@	0.010309278350515464
U	O	0.0070921985815602835
D	!	0.0019138755980861245
U	^	0.0070921985815602835
U	A	0.0070921985815602835
V	S	0.0008368200836820083
