^	saks	0.0003554468678022009
^	fifth	0.0003554468678022009
^	avenue	0.0003554468678022009
N	outlet	0.0001625234033700853
A	nice	0.0025977693067909076
N	flight	0.0006041890440386681
A	beloved	0.00043945337023067535
N	sister	0.0006041890440386681
G	ce	0.0021615612648221345
E	:)	0.07083333333333333
!	lmfao	0.013369284350073026
N	pub	0.0001625234033700853
N	quiz	0.0001625234033700853
V	starts	0.0001462985627629194
$	20	0.008344671201814058
N	mins	0.0006041890440386681
^	southport	0.0003554468678022009
L	we're	0.007893607893607893
R	there	0.01222736285525446
,	'	0.01016260162601626
P	til	0.0015291282306989112
$	11	0.008344671201814058
P	so	0.004038893044128647
V	come	0.007106598984771574
T	on	0.08136338647608575
R	down	0.007773713091194147
R	anytime	0.002871410736579276
R	still	0.023876404494382022
N	chance	0.0011645962732919255
V	win	0.0036826913506519355
A	perfect	0.0025977693067909076
N	message	0.0006041890440386681
^	youtube	0.008947463877637386
N	friend	0.0011645962732919255
V	made	0.0020143421158649584
!	ahhhhhhhhh	0.0008353859960665254
A	huge	0.003148997292967239
N	grin	0.0001625234033700853
E	;)	0.031925675675675676
O	what	0.0725883476599809
V	happened	0.0008648242150780222
N	ruling	0.0001625234033700853
V	strikes	0.0001462985627629194
T	down	0.04773932811315989
N	part	0.0024004267425320057
^	arizona	0.0003554468678022009
N	voter	0.0001625234033700853
N	id	0.0001625234033700853
N	law	0.0001625234033700853
G	-	0.02976190476190476
^	yahoo	0.0013213918660989576
^	!	0.0013213918660989576
^	news	0.0013213918660989576
!	well-	0.0008353859960665254
V	thank	0.0020143421158649584
^	god	0.008947463877637386
^	suz	0.0003554468678022009
!	right	0.0049382716049382715
E	^_^	0.008035714285714287
V	cant	0.0010483337011697198
P	cus	0.0009616412009830111
R	probably	0.01222736285525446
N	size	0.0006041890440386681
P	as	0.041884816753926704
N	bop	0.0001625234033700853
!	haha	0.04057971014492754
!	yes	0.026167471819645734
V	dm	0.0005438723712835388
D	an	0.023552502453385672
N	email	0.000960735171261487
N	address	0.0001625234033700853
V	send	0.0010483337011697198
N	link	0.0011645962732919255
V	help	0.002341321370951875
O	us	0.011461318051575931
V	reach	0.0008648242150780222
$	500	0.001411631846414455
,	"	0.03956639566395664
^	#	0.03186022610483042
N	products	0.000960735171261487
D	all	0.013084723585214264
$	one	0.04625850340136055
N	details	0.0006041890440386681
V	rt/follow	0.0001462985627629194
,	!"	0.0006968641114982578
^	chris	0.0013213918660989576
^	bosh	0.0003554468678022009
N	velociraptor	0.0001625234033700853
N	court	0.0001625234033700853
Z	beetlejuice's	0.009606938954765042
A	big	0.00575135424329566
N	brother	0.000960735171261487
^	paul	0.0025470306984226284
^	pierce	0.0003554468678022009
!	fasho	0.0008353859960665254
N	main	0.0001625234033700853
V	took	0.002341321370951875
N	parts	0.0006041890440386681
L	you're	0.05791505791505792
R	absolutely	0.0018057784911717498
A	normal	0.0016336903249228537
N	girl	0.004699248120300752
N	day	0.00881109022556391
V	saw	0.001914685190132692
^	jazmyn	0.0003554468678022009
^	bi	0.0003554468678022009
,	..."	0.0011080999698885876
$	6	0.022591362126245847
V	try	0.0036826913506519355
L	we'll	0.00956857478596609
V	knows	0.0005438723712835388
N	dick	0.0011645962732919255
V	tell	0.002341321370951875
N	fool	0.0006041890440386681
V	smoke	0.0005438723712835388
N	sumthin	0.0001625234033700853
N	women	0.0006041890440386681
N	music	0.0026009791921664627
N	pineapple	0.0001625234033700853
$	three	0.010115350488021296
N	things	0.0021270280965571824
N	guys	0.0021270280965571824
V	live	0.002160790231856222
P	without	0.001853598256967253
N	productivity	0.0006041890440386681
N	principles	0.0001625234033700853
P	by	0.0344053851907255
A	personal	0.0016336903249228537
N	manifesto	0.0001625234033700853
R	really	0.06460674157303371
V	hoping	0.0001462985627629194
O	y'all	0.0023670113367385073
V	would	0.009644670050761422
V	driving	0.0008648242150780222
P	through	0.0038205745012027735
^	albuquerque	0.0003554468678022009
V	turn	0.001914685190132692
$	21	0.001411631846414455
N	authority	0.0001625234033700853
N	cocktails	0.0001625234033700853
^	lamar	0.0021011762018956263
^	odom	0.0003554468678022009
V	knocked	0.0001462985627629194
N	ball	0.0001625234033700853
!	hi	0.0049382716049382715
,	!!!	0.016260162601626018
L	i'm	0.06821106821106822
L	im	0.03861003861003861
V	doin	0.0008648242150780222
N	luv	0.0001625234033700853
^	kanye	0.0003554468678022009
Z	west's	0.009606938954765042
^	runaway	0.0013213918660989576
N	movie	0.004091110128261831
^	vh1	0.0003554468678022009
,	!...	0.00018745246741004958
N	fact	0.000960735171261487
N	home	0.007894736842105263
A	sweet	0.0016336903249228537
P	(@	0.001853598256967253
Z	tracy's	0.009606938954765042
^	turf	0.0003554468678022009
D	any	0.010631337912986588
N	tatts	0.0001625234033700853
L	where's	0.001335327422283944
N	tattoo	0.0001625234033700853
N	artist	0.000960735171261487
N	comment	0.0011645962732919255
R	currently	0.002871410736579276
V	awaiting	0.0001462985627629194
N	moderation	0.0001625234033700853
V	chase	0.0001462985627629194
O	them	0.011461318051575931
R	away	0.006357185097575399
R	seriously	0.0034807034684904738
V	can't	0.004230118443316413
V	wait	0.004653130287648054
^	may	0.0003554468678022009
!	damn	0.012338425381903642
V	gonna	0.007106598984771574
^	intel	0.0013213918660989576
V	backs	0.0001462985627629194
N	startups	0.0001625234033700853
^	middle	0.0003554468678022009
^	east	0.0003554468678022009
^	nymgo	0.0003554468678022009
^	jeeran	0.0003554468678022009
^	shoofeetv	0.0003554468678022009
Z	intel’s	0.009606938954765042
N	investment	0.0001625234033700853
N	arm	0.0006041890440386681
^	capital	0.0003554468678022009
~	,...	0.0006848510938050326
V	taught	0.0001462985627629194
N	herpes	0.0001625234033700853
P	cause	0.0009616412009830111
N	names	0.0001625234033700853
N	game	0.005639097744360902
V	play	0.001914685190132692
N	mouthherpes	0.0001625234033700853
E	xdd	0.0021615612648221345
V	allowed	0.0005438723712835388
G	—	0.0021615612648221345
!	nope	0.0008353859960665254
$	3	0.02084942084942085
N	years	0.0006041890440386681
E	:d	0.06875
A	global	0.00043945337023067535
N	food	0.0011645962732919255
N	crisis	0.0001625234033700853
V	forecast	0.0001462985627629194
N	prices	0.0001625234033700853
A	record	0.00043945337023067535
N	highs	0.0001625234033700853
!	iight	0.0049382716049382715
V	hold	0.0008648242150780222
&	n	0.020514490394008465
!	l0l	0.0008353859960665254
N	video	0.011278195488721804
R	all	0.002871410736579276
V	look	0.006091370558375634
R	so	0.04353932584269663
A	cute	0.007032889099021896
R	specially	0.0004857441044544122
D	ma	0.00033940117995244506
^	ray-ray	0.0003554468678022009
S	girl	0.021615612648221344
N	breath	0.0001625234033700853
P	next	0.0009616412009830111
$	10	0.02084942084942085
~	---	0.0006848510938050326
A	yours	0.00043945337023067535
V	smell	0.001914685190132692
R	when	0.021067415730337078
N	field	0.0001625234033700853
A	hard	0.0025977693067909076
P	too	0.00025867599279846034
R	that	0.0018057784911717498
A	dull	0.00043945337023067535
,	!?	0.0011080999698885876
G	rape-the	0.0021615612648221345
A	unlawful	0.00043945337023067535
V	compelling	0.0001462985627629194
N	woman	0.0006041890440386681
A	physical	0.00043945337023067535
N	force	0.0001625234033700853
N	duress	0.0001625234033700853
A	sexual	0.00043945337023067535
N	intercourse	0.0001625234033700853
^	mc	0.0003554468678022009
^	hammer	0.0013213918660989576
V	beefing	0.0001462985627629194
^	jay-z	0.0013213918660989576
,	!!??	0.00018745246741004958
!	lmao	0.032206119162640906
^	king	0.0003554468678022009
^	lincecum	0.0003554468678022009
V	lookin	0.0001462985627629194
R	real	0.0018057784911717498
A	anxious	0.00043945337023067535
&	-&	0.0013889550296045843
V	like	0.004582628313592781
V	could	0.004653130287648054
N	own	0.0001625234033700853
V	bare	0.0001462985627629194
R	alone	0.0004857441044544122
E	&hearts	0.0021615612648221345
,	;	0.002768622280817403
S	10/30's	0.021615612648221344
A	killer	0.00043945337023067535
N	line-up	0.0001625234033700853
V	features	0.0001462985627629194
$	3pm	0.001411631846414455
M	ricochet's	0.17292490118577075
A	free	0.0025977693067909076
!	my	0.0008353859960665254
A	inconsiderate	0.00043945337023067535
N	bitch	0.000960735171261487
A	nosy	0.00043945337023067535
!	wow	0.012338425381903642
A	best	0.007032889099021896
N	self	0.000960735171261487
N	portraits	0.0001625234033700853
R	ever	0.020224719101123598
A	uglyy	0.00043945337023067535
!	aha	0.0049382716049382715
^	shannon	0.0021011762018956263
R	better	0.0034807034684904738
V	start	0.002341321370951875
V	claiming	0.0001462985627629194
D	his	0.016683022571148183
A	lil	0.003148997292967239
N	bro	0.002237737200143215
N	everyone	0.0026009791921664627
O	who	0.01790830945558739
V	likes	0.0001462985627629194
^	erica	0.0003554468678022009
^	haspel	0.0003554468678022009
V	being	0.0020143421158649584
$	1,000	0.0052478134110787176
G	th	0.0021615612648221345
N	person	0.0011645962732919255
D	our	0.010304219823356232
N	page	0.0006041890440386681
^	great	0.0003554468678022009
^	gizmos	0.0003554468678022009
A	indoor	0.00043945337023067535
N	garden	0.0001625234033700853
A	green	0.00575135424329566
N	pots	0.0001625234033700853
G	£	0.008035714285714287
$	13.94	0.001411631846414455
V	save	0.001914685190132692
$	6.05	0.001411631846414455
,	]	0.0029999369761139474
G	>>	0.0021615612648221345
$	10.27	0.0052478134110787176
^	james	0.0021011762018956263
Z	bond’s	0.009606938954765042
A	famous	0.00043945337023067535
^	aston	0.0003554468678022009
^	db5	0.0003554468678022009
V	joined	0.0001462985627629194
V	‘die	0.0001462985627629194
D	another	0.008543554811522252
N	day’	0.0001625234033700853
^	jaguar	0.0003554468678022009
^	xkr	0.0003554468678022009
!	nooooooo	0.0008353859960665254
E	:(	0.034593023255813954
V	say	0.004230118443316413
D	thaaaaat	0.00033940117995244506
^	un	0.0003554468678022009
V	votes	0.0001462985627629194
P	against	0.0015291282306989112
^	u.s.	0.0025470306984226284
N	embargo	0.0001625234033700853
^	cuba	0.0013213918660989576
A	19th	0.00043945337023067535
N	year	0.005169172932330827
V	need	0.005640157924421884
&	&	0.06157965194109773
V	listen	0.0001462985627629194
N	blog	0.0021270280965571824
R	more	0.020224719101123598
R	often	0.0018057784911717498
N	wealth	0.0001625234033700853
N	encouragement	0.0006041890440386681
N	knowledge	0.0001625234033700853
D	which	0.0024320518837735203
V	been	0.002160790231856222
A	ignorant	0.0016336903249228537
!	lmaoooo	0.0008353859960665254
N	bunz	0.0001625234033700853
!	night	0.0008353859960665254
A	wrong	0.003148997292967239
N	people	0.006265664160401003
V	judge	0.0001462985627629194
N	others	0.0006041890440386681
D	there	0.00033940117995244506
N	religion	0.0001625234033700853
V	gets	0.0010483337011697198
N	nerves	0.0001625234033700853
,	**	0.00018745246741004958
N	mixtape	0.0006041890440386681
V	welcome	0.0008648242150780222
^	a	0.0003554468678022009
G	---->	0.0021615612648221345
!	hmm	0.0008353859960665254
L	iono	0.001335327422283944
D	what	0.0012617412028599468
V	buy	0.0010483337011697198
E	-_-	0.034593023255813954
N	suggestions	0.0001625234033700853
^	xbox	0.0013213918660989576
^	miami	0.005688472477831688
R	only	0.0034807034684904738
L	let's	0.007893607893607893
A	4th	0.00043945337023067535
N	quarter	0.0001625234033700853
V	unfolds	0.0001462985627629194
!	morning	0.0008353859960665254
N	fam	0.0001625234033700853
V	can	0.008460236886632826
V	admit	0.0001462985627629194
V	crying	0.0005438723712835388
^	pokemon	0.0003554468678022009
N	movies	0.0006041890440386681
G	ngl	0.0021615612648221345
V	did	0.004230118443316413
R	too	0.03089887640449438
N	experience	0.0001625234033700853
N	stuff	0.0011645962732919255
V	doesn't	0.002160790231856222
V	happen	0.0008648242150780222
^	america	0.0003554468678022009
!	fuck	0.0008353859960665254
A	awesome	0.007032889099021896
A	old	0.006490607507125931
N	man	0.004934210526315789
V	makes	0.0036826913506519355
N	jack-o-lantern	0.0001625234033700853
N	gun	0.0006041890440386681
V	won	0.0005438723712835388
N	auction	0.0001625234033700853
N	3-bikes	0.0001625234033700853
&	an	0.0051635111876075735
N	caddy	0.0001625234033700853
N	combo	0.0001625234033700853
N	box	0.0001625234033700853
N	somebody	0.0006041890440386681
V	broke	0.0001462985627629194
D	ya	0.0012617412028599468
^	gshock	0.0003554468678022009
,	?!?	0.00018745246741004958
!	naw	0.0049382716049382715
R	completely	0.0018057784911717498
V	offended	0.0001462985627629194
^	austin	0.0003554468678022009
N	commercial	0.0021270280965571824
N	real	0.0001625234033700853
N	estate	0.0006041890440386681
N	market	0.0006041890440386681
V	out	0.0001462985627629194
V	strides	0.0001462985627629194
N	national	0.0001625234033700853
,	...:	0.0006968641114982578
P	while	0.001853598256967253
N	rest	0.000960735171261487
N	country	0.000960735171261487
G	thei	0.0021615612648221345
V	insult	0.0001462985627629194
A	stupid	0.0016336903249228537
V	want	0.009644670050761422
V	watch	0.002160790231856222
A	sappy	0.0016336903249228537
^	kim	0.0021011762018956263
V	asked	0.0005438723712835388
~	—	0.002545968882602546
L	i've	0.03361344537815126
V	watched	0.0010483337011697198
A	several	0.0016336903249228537
N	times	0.0011645962732919255
V	die	0.0010483337011697198
V	cry	0.0010483337011697198
V	get	0.007473209249858997
A	high	0.011062112265490693
V	fly	0.0001462985627629194
V	agree	0.0001462985627629194
P	that	0.02243829468960359
V	humanizing	0.0001462985627629194
N	brand	0.0001625234033700853
A	paramount	0.00043945337023067535
V	associating	0.0001462985627629194
P	w	0.00025867599279846034
$	1	0.022591362126245847
N	personality	0.0001625234033700853
N	risk	0.0006041890440386681
^	dell	0.0003554468678022009
^	vzn	0.0003554468678022009
^	tiger	0.0003554468678022009
^	mj	0.0003554468678022009
V	touch	0.0001462985627629194
A	live	0.0016336903249228537
N	pair	0.0001625234033700853
S	pig's	0.021615612648221344
N	lungs	0.0001625234033700853
V	kept	0.0001462985627629194
N	room	0.000960735171261487
G	temp-new	0.0021615612648221345
N	tech	0.0001625234033700853
P	since	0.001853598256967253
V	going	0.004441624365482234
P	down	0.0015291282306989112
N	tubes	0.0001625234033700853
A	worst	0.003148997292967239
N	way	0.0026009791921664627
N	anyone	0.0021270280965571824
V	suggest	0.0001462985627629194
A	better	0.00575135424329566
,	??	0.009105691056910569
#	/brown	0.0020586297760210805
^	carolyn	0.0003554468678022009
V	haas	0.0001462985627629194
N	maagic	0.0001625234033700853
E	(:	0.031925675675675676
V	use	0.001914685190132692
N	luck	0.000960735171261487
V	wish	0.001914685190132692
N	minds	0.0001625234033700853
R	sometimes	0.0018057784911717498
V	hear	0.002341321370951875
A	bad	0.013765353663701822
N	opinions	0.0001625234033700853
S	person's	0.021615612648221344
V	might	0.001914685190132692
V	cause	0.0001462985627629194
N	war	0.0001625234033700853
V	predict	0.0001462985627629194
V	won't	0.0010483337011697198
A	single	0.00043945337023067535
^	cliff	0.0003554468678022009
^	lee	0.0003554468678022009
O	he	0.027698185291308502
V	loses	0.0005438723712835388
^	texas	0.0025470306984226284
~	cont	0.01723937099592312
V	ran	0.0005438723712835388
$	2.3	0.001411631846414455
N	mi	0.0001625234033700853
$	10/27/2010	0.001411631846414455
$	6:40	0.001411631846414455
^	lord	0.0003554468678022009
N	security	0.0006041890440386681
N	protection	0.0001625234033700853
A	important	0.0025977693067909076
^	capricorn	0.0003554468678022009
N	passion	0.0001625234033700853
A	lavish	0.00043945337023067535
N	gifts	0.0001625234033700853
N	words	0.0006041890440386681
G	fla	0.0021615612648221345
A	nasty	0.0025977693067909076
N	perv	0.0001625234033700853
V	hurts	0.0008648242150780222
^	varsha	0.0003554468678022009
V	cooking	0.0005438723712835388
N	lunch	0.000960735171261487
!	yayyy	0.0008353859960665254
N	baby	0.0026009791921664627
N	bear	0.0001625234033700853
O	we	0.03724928366762178
V	pressd	0.0001462985627629194
D	da	0.009813542688910697
N	nigga	0.005639097744360902
D	some	0.042525351651946354
A	slimey	0.00043945337023067535
N	shit	0.007988721804511278
$	four	0.0052478134110787176
O	dem	0.00033032454858790975
O	dey	0.00122799836266885
A	brolik	0.00043945337023067535
A	grown	0.0016336903249228537
A	ass	0.00043945337023067535
N	men	0.000960735171261487
!	word	0.0031055900621118015
R	bout	0.0018057784911717498
V	holla	0.0005438723712835388
O	her	0.004548142083958703
^	twitter	0.005688472477831688
V	tryna	0.0001462985627629194
V	fucc	0.0001462985627629194
^	nicki	0.0025470306984226284
^	minaj	0.0013213918660989576
R	most	0.0034807034684904738
A	impressive	0.00043945337023067535
N	quality	0.0006041890440386681
V	display	0.0001462985627629194
N	meeting	0.0011645962732919255
,	....	0.013008130081300813
N	curiosity	0.0001625234033700853
A	sick	0.0025977693067909076
R	reallyyyyyyyyyyyyyyyyyyyyyyy	0.0004857441044544122
R	fucken	0.0004857441044544122
V	sucks	0.0010483337011697198
,	!.	0.0006968641114982578
E	o____o	0.0021615612648221345
!	omfg	0.0008353859960665254
!	wtf	0.0008353859960665254
,	.?!!	0.00018745246741004958
N	re	0.0001625234033700853
,	.!	0.00018745246741004958
!	otay	0.0008353859960665254
V	wanted	0.0001462985627629194
O	him	0.004548142083958703
V	sat	0.0001462985627629194
N	ass	0.002237737200143215
R	somewhere	0.0004857441044544122
V	doing	0.002341321370951875
!	oo	0.0008353859960665254
R	basically	0.0004857441044544122
A	worth	0.0025977693067909076
T	it	0.01910695742471443
V	fuck	0.0008648242150780222
A	long	0.0025977693067909076
A	last	0.011062112265490693
L	ima	0.00956857478596609
A	like	0.00043945337023067535
$	6:30	0.001411631846414455
^	mark	0.0013213918660989576
^	lowe	0.0003554468678022009
^	dustin	0.0003554468678022009
^	nippert	0.0003554468678022009
^	world	0.0021011762018956263
^	series	0.0003554468678022009
N	roster	0.0001625234033700853
^	clay	0.0003554468678022009
^	rapada	0.0003554468678022009
R	out	0.0018057784911717498
A	happy	0.01829733163913596
N	birthday	0.0011645962732919255
N	miss	0.0001625234033700853
A	innovative	0.00043945337023067535
A	traditional	0.00043945337023067535
A	fun	0.003148997292967239
V	couldn't	0.0005438723712835388
V	resist	0.0001462985627629194
V	sorry	0.0001462985627629194
N	post	0.0006041890440386681
V	camping	0.0001462985627629194
V	creates	0.0001462985627629194
A	strong	0.00043945337023067535
N	family	0.0011645962732919255
N	bonds	0.0001625234033700853
^	demi	0.0013213918660989576
^	lovato	0.0003554468678022009
N	voice	0.0011645962732919255
^	miley	0.0013213918660989576
^	cirus	0.0003554468678022009
V	eat	0.002341321370951875
N	heart	0.0011645962732919255
T	out	0.10591900311526481
!	aye	0.0008353859960665254
A	young	0.0016336903249228537
^	jedi	0.0003554468678022009
A	smooth	0.00043945337023067535
R	already	0.0034807034684904738
V	planning	0.0001462985627629194
!	got	0.0008353859960665254
^	janet	0.0003554468678022009
^	jackson	0.0013213918660989576
A	fat	0.0016336903249228537
A	real	0.0060507049071216795
!	nevermind	0.0008353859960665254
V	ain't	0.0008648242150780222
^	cancer	0.0003554468678022009
N	sexuality	0.0001625234033700853
R	primarily	0.0004857441044544122
V	directed	0.0001462985627629194
P	toward	0.00025867599279846034
N	satisfaction	0.0001625234033700853
D	their	0.004441919322349052
N	partner	0.0001625234033700853
~	<	0.010960165784020263
A	true	0.00575135424329566
L	everyones	0.001335327422283944
V	talking	0.0010483337011697198
P	bout	0.0033854269180805417
^	celtics	0.004651917563693406
V	sitting	0.0008648242150780222
A	lost	0.0025977693067909076
R	luckily	0.0004857441044544122
A	much	0.006490607507125931
N	basketball	0.0001625234033700853
E	o_o	0.008035714285714287
V	expect	0.0005438723712835388
A	prominant	0.00043945337023067535
N	dems	0.0001625234033700853
^	rham	0.0003554468678022009
^	e	0.0013213918660989576
N	stand	0.0001625234033700853
N	guess	0.0001625234033700853
^	o	0.0003554468678022009
^	blago	0.0003554468678022009
V	take	0.004653130287648054
N	fall	0.0006041890440386681
V	pardon	0.0001462985627629194
^	jan	0.0003554468678022009
N	football	0.000960735171261487
N	wives	0.0001625234033700853
N	players	0.0001625234033700853
N	wife	0.0006041890440386681
V	own	0.0001462985627629194
^	smash	0.0013213918660989576
^	burger	0.0003554468678022009
U	fashionista.com	0.001350975790513834
V	covered	0.0001462985627629194
N	story	0.000960735171261487
G	ดู	0.0021615612648221345
N	coffee	0.0001625234033700853
N	prince	0.0001625234033700853
E	☃	0.0021615612648221345
V	hate	0.0020143421158649584
A	ok	0.0025977693067909076
N	money	0.0006041890440386681
!	yeeeeeees	0.0008353859960665254
^	lakers	0.0021011762018956263
^	laker	0.0013213918660989576
N	girls	0.000960735171261487
V	danced	0.0001462985627629194
^	fye	0.0003554468678022009
N	halftime	0.0001625234033700853
L	here's	0.001335327422283944
N	suggestion	0.0001625234033700853
V	liking	0.0001462985627629194
^	art	0.0013213918660989576
^	reach	0.0003554468678022009
G	>>>	0.0021615612648221345
U	ht	0.001350975790513834
!	hey	0.021028701335606706
N	jerk	0.0001625234033700853
A	naughty	0.00043945337023067535
A	little	0.003148997292967239
N	check	0.0001625234033700853
O	i&	0.00033032454858790975
G	#	0.075
G	;	0.008035714285714287
V	m	0.0001462985627629194
N	daddy	0.0001625234033700853
!	hehehe	0.0031055900621118015
V	question	0.0001462985627629194
V	wouldn't	0.0010483337011697198
A	annoyed	0.00043945337023067535
V	feel	0.006091370558375634
R	rather	0.0018057784911717498
V	inconvenienced	0.0001462985627629194
V	weird-ed	0.0001462985627629194
